Country,Date,Headline,Link,,,,
Germany,28-Mar,"Germany must suppress virus now or risk losing control, Merkel aide says",https://www.reuters.com/article/us-health-coronavirus-germany-idUSKBN2BJ0Q0,,,,
Spain,28-Mar,"Spurred by Lockdown, Spain Gives 4-day Week a Try",https://www.voanews.com/covid-19-pandemic/spurred-lockdown-spain-gives-4-day-week-try,,,,
Spain,28-Mar,COVID-19: Spain to trial four-day working week in bid to prevent new coronavirus outbreaks,https://news.sky.com/story/covid-19-spain-to-trial-four-day-working-week-in-bid-to-prevent-new-coronavirus-outbreaks-12258129,,,,
Spain,28-Mar,Spain to require arrivals by land from France to present negative COVID test,https://www.reuters.com/article/us-health-coronavirus-spain-idUSKBN2BJ0B6,,,,
Spain,28-Mar,Covid: Barcelona hosts large gig after testing crowd,https://www.bbc.com/news/world-europe-56556451,,,,
Spain,28-Mar,Thousands attend rock concert in Barcelona in COVID screening test,https://www.euronews.com/2021/03/27/thousands-to-watch-rock-concert-in-barcelona-in-covid-screening-test,,,,
France,28-Mar,The vaccine misinformation battle raging in France,https://www.bbc.com/news/blogs-trending-56526265,,,,
France,28-Mar,"Paris doctors sound alarm, warn of catastrophic overload of Covid-19 cases",https://www.france24.com/en/europe/20210328-paris-doctors-sound-alarm-warn-of-catastrophic-overload-of-covid-19-cases,,,,
France,28-Mar,"French COVID-19 patient numbers rise again, adding to pressure for new lockdown",https://www.france24.com/en/europe/20210328-paris-doctors-sound-alarm-warn-of-catastrophic-overload-of-covid-19-cases,,,,
France,28-Mar,France accelerates vaccine rollout – as it happened,https://www.theguardian.com/world/live/2021/mar/28/coronavirus-live-news-germany-risks-losing-control-of-covid-brazil-deaths-top-3000-for-second-day,,,,
France,28-Mar,"EU countries tighten Covid restrictions, France 'critical'",https://www.rfi.fr/en/european-countries-tighten-virus-curbs-france-critical,,,,
UK,28-Mar,"UK Covid deaths pass 150,000 milestone, analysis shows",https://www.theguardian.com/world/2021/mar/27/uk-covid-deaths-pass-150000-milestone-analysis-shows,,,,
UK,28-Mar,Covid: What's happened to crime during the pandemic?,https://www.bbc.com/news/56463680,,,,
UK,28-Mar,Covid: Boris Johnson urged to share vaccines with poorer nations,https://www.bbc.com/news/uk-56552966,,,,
UK,28-Mar,"COVID-19: UK reports 58 deaths and 4,715 cases in latest 24-hour period",https://news.sky.com/story/covid-19-uk-reports-58-deaths-and-4-715-cases-in-latest-24-hour-period-12258248,,,,
UK,28-Mar,COVID-19: UK hits 30 million first coronavirus vaccine doses - 57% of all adults,https://news.sky.com/story/covid-19-uk-hits-30-million-first-vaccine-doses-12259255,,,,
Netherlands,21-Mar,Netherlands trials new COVID-19 app at pilot music festivals ,https://www.euronews.com/2021/03/21/netherlands-trials-new-covid-19-app-at-pilot-music-festivals,,,,
Netherlands,21-Mar,Netherlands reports highest daily rise in COVID-19 cases since early January,https://newsaf.cgtn.com/news/2021-03-20/Netherlands-reports-highest-daily-rise-in-cases-since-early-January-YLLoCQB6U0/index.html,,,,
Netherlands,21-Mar,New Covid-19 cases hit highest number since January 9; hospitalizations also on steady rise,https://nltimes.nl/2021/03/20/new-covid-19-cases-hit-highest-number-since-january-9-hospitalizations-also-steady-rise,,,,
Netherlands,21-Mar,Seven-day average highest since mid-January; experts say it's too early to relax covid restrictions,https://nltimes.nl/2021/03/21/seven-day-average-highest-since-mid-january-experts-say-its-early-relax-covid,,,,
Netherlands,21-Mar,"Coronavirus upward trend continues, rules won’t be relaxed for Easter",https://www.dutchnews.nl/news/2021/03/coronavirus-upward-trend-continues-rules-wont-be-relaxed-for-easter/,,,,
Italy,21-Mar,"Italy reports 401 coronavirus deaths, 23,832 new cases",https://www.usnews.com/news/world/articles/2021-03-20/italy-reports-401-coronavirus-deaths-23-832-new-cases,,,,
Italy,21-Mar,He covered the Covid crisis in Italy. Then the disease became personal.,https://www.nbcnews.com/news/world/he-covered-covid-crisis-italy-then-disease-became-personal-n1261318,,,,
Italy,21-Mar,Italy's elders in danger of COVID-19 as vaccinations delayed ,https://www.dailysabah.com/world/europe/italys-elders-in-danger-of-covid-19-as-vaccinations-delayed,,,,
Italy,21-Mar,COVID-19 pandemic leaves Italy scrambling to catch up digitally,https://www.channelnewsasia.com/news/business/covid-19-pandemic-italy-scrambling-catch-up-digitally-14457982,,,,
Italy,21-Mar,"Italy Reports 401 Coronavirus Deaths, 23,832 New Cases",https://www.usnews.com/news/world/articles/2021-03-20/italy-reports-401-coronavirus-deaths-23-832-new-cases,,,,
Germany,21-Mar,Emerging COVID-19 success story: Germany’s strong enabling environment,https://ourworldindata.org/covid-exemplar-germany-2020,,,,
Germany,21-Mar,"Germany's COVID rate exceeds critical 100 in 100,000 rate",https://www.dw.com/en/germanys-covid-rate-exceeds-critical-100-in-100000-rate/a-56942467,,,,
Germany,21-Mar,Germany: Anti-lockdown protest turns violent in Kassel,https://www.dw.com/en/germany-anti-lockdown-protest-turns-violent-in-kassel/a-56938225,,,,
Germany,21-Mar,German police clash with protesters over Covid-19 restrictions,https://www.france24.com/en/europe/20210320-german-police-clash-with-protesters-over-covid-19-restrictions,,,,
Germany,21-Mar,BioNTech Founder: We Can Get Most Germans Vaccinated by Summer's End,https://www.voanews.com/covid-19-pandemic/biontech-founder-we-can-get-most-germans-vaccinated-summers-end,,,,
Spain,21-Mar,"Covid: Summer holidays abroad 'unlikely', warns government adviser",https://www.bbc.com/news/uk-56467813,,,,
Spain,21-Mar,Macroeconomic lockdown and SMEs: the impact of the COVID-19 pandemic in Spain,https://www.researchgate.net/publication/349833002_Macroeconomic_lockdown_and_SMEs_the_impact_of_the_COVID-19_pandemic_in_Spain,,,,
Spain,21-Mar,"Lower Spanish growth expected this year, bank governor says, with hopes pinned on vaccine rollout",https://www.reuters.com/article/us-spain-economy-bank-idUSKBN2B60AV,,,,
Spain,21-Mar,COVID-19: Spanish Press Dubs Morocco ‘Miracle Country’ for Vaccines,https://www.moroccoworldnews.com/2021/03/337229/covid-19-spanish-press-dubs-morocco-miracle-country-for-vaccines-2,,,,
Spain,21-Mar,Switzerland removes Spain from Covid risk list,https://www.schengenvisainfo.com/news/switzerland-removes-12-countries-several-regions-of-italy-austria-from-its-list-of-high-risk-countries/,,,,
France,21-Mar,Covid: France and Poland increase lockdown measures as infections surge,https://www.bbc.com/news/world-europe-56466223,,,,
France,21-Mar,"Inter-regional travel banned, schools remain open: France’s new partial lockdown rules",https://www.france24.com/en/france/20210320-inter-regional-travel-prohibited-schools-remain-open-france-s-new-partial-lockdown-rules,,,,
France,21-Mar,COVID-19 in Europe: France and Poland begin new lockdowns to stem soaring infections,https://www.euronews.com/2021/03/20/covid-19-in-europe-france-and-poland-begin-new-lockdowns-to-stem-soaring-infections,,,,
France,21-Mar,"New Covid rules France: Revised form, more shops to open",https://www.connexionfrance.com/French-news/New-Covid-rules-France-Revised-form-more-shops-to-open,,,,
France,21-Mar,France reports COVID-19 patients in intensive care at new 2021 high,https://www.reuters.com/article/us-health-coronavirus-france-casualties-idUSKBN2BC0O7,,,,
UK,21-Mar,"Covid-19: Record day for UK with 711,156 vaccinations given",https://www.bbc.com/news/uk-56469092,,,,
UK,21-Mar,Covid-19: Have a million people left the UK?,https://www.bbc.com/news/uk-56435100,,,,
UK,21-Mar,Michael Rosen backs calls for Covid UK public inquiry,https://www.theguardian.com/uk-news/2021/mar/20/michael-rosen-backs-calls-for-covid-uk-public-inquiry,,,,
UK,21-Mar,"Covid rise in Europe makes foreign holidays unlikely, UK experts warn",https://www.theguardian.com/world/2021/mar/20/covid-rise-europe-may-thwart-uk-plans-ease-lockdown-experts,,,,
UK,21-Mar,"COVID-19: Half of UK adults have received first vaccine dose, government says",https://news.sky.com/story/covid-19-half-of-uk-adults-have-received-first-vaccine-dose-health-secretary-says-12247856,,,,
Netherlands,14-Mar,Covid-19: Dutch police break up anti-lockdown protest,https://www.bbc.com/news/world-europe-56393820,,,,
Netherlands,14-Mar,Dutch elections: How COVID-19 salvaged Mark Rutte's bid amid scandal,https://www.dw.com/en/dutch-elections-how-covid-19-salvaged-mark-ruttes-bid-amid-scandal/a-56812885,,,,
Netherlands,14-Mar,Netherlands halts use of AstraZeneca COVID-19 vaccine,https://www.reuters.com/article/us-health-coronavirus-netherlands-idUSKBN2B60OV,,,,
Netherlands,14-Mar,Coronavirus pandemic casts long shadow over Dutch elections,https://apnews.com/article/mark-rutte-netherlands-health-elections-coronavirus-pandemic-04a5a2c89daf36c139a9c53f9a0e8796,,,,
Netherlands,14-Mar,Netherlands joins Ireland in vaccine suspension over blood clot concerns,https://www.theguardian.com/world/2021/mar/14/ireland-suspends-oxford-astrazeneca-covid-vaccine-over-blood-clot-concerns,,,,
Italy,14-Mar,Italy to Carry Out COVID-Tested Flights From US to Milan,https://www.schengenvisainfo.com/news/italy-to-carry-out-covid-tested-flights-from-us-to-milan/,,,,
Italy,14-Mar,Italy prepares for Easter lockdown as COVID cases grow exponentially,https://abc7news.com/italy-lockdown-covid-coronavirus-2021/10414605/,,,,
Italy,14-Mar,Covid-19 pandemic: Italy to shut shops and schools amid infection spike,https://www.bbc.com/news/world-europe-56382608,,,,
Italy,14-Mar,Italy aims to vaccinate at least 80% of population by end of September,https://www.reuters.com/article/us-health-coronavirus-italy-vaccines-idUSKBN2B50L0,,,,
Italy,14-Mar,China Eases Visitor Entry; Italy Aims for 80% of Shots by Fall,https://www.voanews.com/covid-19-pandemic/china-eases-visitor-entry-italy-aims-80-shots-fall,,,,
Germany,14-Mar,Coronavirus digest: Germany's incidence rate rises sharply,https://www.dw.com/en/coronavirus-digest-germanys-incidence-rate-rises-sharply/a-56860922,,,,
Germany,14-Mar,Germany: Protests against coronavirus restrictions leave 12 Dresden officers injured,https://www.dw.com/en/germany-protests-against-coronavirus-restrictions-leave-12-dresden-officers-injured/a-56866499,,,,
Germany,14-Mar,German COVID cases could revisit December peak in April,https://www.reuters.com/article/us-health-coronavirus-germany-idUSKBN2B50B5,,,,
Germany,14-Mar,Germany: Opponents of Covid-19 control measures demonstrate ,https://www.brusselstimes.com/news/world-all-news/159778/germany-opponents-of-covid-19-control-measures-demonstrate/,,,,
Germany,14-Mar,Germany: Experts warn against easing of lockdown as Covid-19 cases jump,https://www.hindustantimes.com/world-news/germany-experts-warn-against-easing-of-lockdown-as-covid-19-cases-jump-101615634582799.html,,,,
Spain,14-Mar,Spain: Tourist hotspot Madrid,https://www.dw.com/en/spain-tourist-hotspot-madrid/av-56861627,,,,
Spain,14-Mar,A year of Covid-19 in Catalonia: where are we now?,https://www.catalannews.com/covid-19/item/a-year-of-covid-19-in-catalonia-where-are-we-now,,,,
Spain,14-Mar,Spain Coronavirus response and implications for business,https://www.hlb.global/spain-coronavirus-response-and-implications-for-business/,,,,
Spain,14-Mar,Spain COVID-19 Employer Resources,https://www.asinta.com/news/spain-covid-19-employer-resources/,,,,
Spain,14-Mar,"Lower Spanish growth expected this year, bank governor says, with hopes pinned on vaccine rollout",https://www.reuters.com/article/us-spain-economy-bank-idUSKBN2B60AV,,,,
France,14-Mar,"Covid-19 situation in Paris area is extremely tense, French PM says",https://www.france24.com/en/france/20210313-covid-19-situation-in-paris-area-is-extremely-tense-french-pm-says,,,,
France,14-Mar,"COVID in Europe: Italy, France concerned over rising cases, Portugal plans to loosen restrictions",https://www.euronews.com/2021/03/13/covid-in-europe-italy-france-concerned-over-rising-cases-portugal-plans-to-loosen-restrict,,,,
France,14-Mar,"French coronavirus cases near 30,000 as vaccinations top 5 million",https://www.reuters.com/article/us-health-coronavirus-france-idUSKBN2B50N8,,,,
France,14-Mar,France raises prospect of mandatory Covid-19 jabs for healthcare staff ,https://www.ft.com/content/cebe8cf7-fe2c-4420-95d0-0eb32ddb1497,,,,
France,14-Mar,France to trial digital vaccine passport scheme,https://www.healthcareitnews.com/news/emea/france-trial-digital-vaccine-passport-scheme,,,,
UK,14-Mar,Covid-19: UK national day of reflection to be held on 23 March,https://www.bbc.com/news/uk-56379232,,,,
UK,14-Mar,EU closes ranks over Covid surge and vaccine delays,https://www.bbc.com/news/world-europe-56361840,,,,
UK,14-Mar,UK COVID-19 research passes one million participants,https://www.nihr.ac.uk/news/uk-covid-19-research-passes-one-million-participants/27215?utm_source=twitter-research&utm_medium=social&utm_campaign=covid&utm_content=1millionnews,,,,
UK,14-Mar,Government will have to take heed if Covid calls time on more UK pubs,https://www.theguardian.com/business/2021/mar/14/government-will-have-to-take-heed-if-covid-calls-time-on-more-uk-pubs,,,,
UK,14-Mar,"4,618 new cases and 52 more deaths in UK – as it happened",https://www.theguardian.com/world/live/2021/mar/14/coronavirus-live-news-astrazeneca-reports-vaccine-shortfall-to-eu-sydney-hotel-quarantine-worker-tests-positive,,,,
Netherlands,07-Mar,Dutch clubbers hit dancefloor for study into easing lockdown,https://www.theguardian.com/world/2021/mar/07/dutch-clubbers-dance-study-easing-lockdown-music-event-coronavirus,,,,
Netherlands,07-Mar,Urban Sun': Dutch artists launches UV light installation to 'clean' public spaces of COVID-19,https://abc7chicago.com/covid-uv-light-artists-dutch/10393906/,,,,
Netherlands,07-Mar,Swabs are passé: Dutch inventor's new Covid test involves screaming or singing in an air-locked cabin,https://economictimes.indiatimes.com/magazines/panache/swabs-are-pass-dutch-inventors-new-covid-test-involves-screaming-or-singing-in-an-air-locked-cabin/articleshow/81347267.cms,,,,
Netherlands,07-Mar,Dutch dance lovers offered lockdown relief at test event,https://www.reuters.com/article/us-health-coronavirus-netherlands-dance-idUSKBN2AZ08X,,,,
Netherlands,07-Mar,Revelers in Amsterdam hit dancefloor for club night experiment ,https://www.euronews.com/2021/03/07/revelers-in-amsterdam-hit-dancefloor-for-club-night-experiment,,,,
Italy,07-Mar,Italy’s Warning: Covid Cases Spike Again As Vaccine Rollout Lags,https://www.forbes.com/sites/joewalsh/2021/03/06/italys-warning-covid-cases-spike-again-as-vaccine-rollout-lags/,,,,
Italy,07-Mar,Covid Drug ‘80 Times More Potent Than Trump’s’ in Test in Italy,https://www.bloombergquint.com/coronavirus-outbreak/covid-drug-80-times-more-potent-than-trump-s-in-test-in-italy,,,,
Italy,07-Mar,Italy tightens Covid restrictions in more regions as the infection rates rise,https://www.lifeinitaly.com/news/italy-tightens-covid-restrictions-in-more-regions-as-the-infection-rates-rise/,,,,
Italy,07-Mar,"Italy reports 307 coronavirus deaths on Saturday, 23,641 new cases",https://www.livemint.com/news/world/italy-reports-307-coronavirus-deaths-on-saturday-23-641-new-cases-11615050759179.html,,,,
Italy,07-Mar,"Italian lab develops monoclonal antibodies, one of the most effective Covid-19 treatments ","https://www.thepeninsulaqatar.com/article/06/03/2021/Italian-lab-develops-monoclonal-antibodies,-one-of-the-most-effective-Covid-19-treatments",,,,
Germany,07-Mar,Coronavirus digest: Germany accepts COVID patients from Slovakia,https://www.dw.com/en/coronavirus-digest-germany-accepts-covid-patients-from-slovakia/a-56791123,,,,
Germany,07-Mar,Fact check: Is Germany throwing away vaccine doses? ,https://www.dw.com/en/fact-check-is-germany-throwing-away-vaccine-doses/a-56796428,,,,
Germany,07-Mar,Germany hopes for opening-up by late May ,https://www.euronews.com/2021/03/06/germany-hopes-for-opening-up-by-late-may,,,,
Germany,07-Mar,Germany COVID-19 lockdown one year on: What changed in the country? ,https://news.cgtn.com/news/2021-03-07/Germany-COVID-19-lockdown-one-year-on-What-changed-in-the-country--YqSDC6bEdO/index.html,,,,
Germany,07-Mar,Europe Staggers as Infectious Variants Power Virus Surge,https://www.voanews.com/covid-19-pandemic/europe-staggers-infectious-variants-power-virus-surge,,,,
Spain,07-Mar,Coronavirus: Europe in vaccine race to save summer,https://www.bbc.com/news/world-europe-56292087,,,,
Spain,07-Mar,Spain: Government tightens COVID-19-related entry restrictions for certain travelers from March 8 /update 41,https://crisis24.garda.com/insights-intelligence/intelligence/risk-alerts/wip10011864042/spain-government-tightens-covid-19-related-entry-restrictions-for-certain-travelers-from-march-8-update-41,,,,
Spain,07-Mar,"In Spain, hugs and sea air for Covid survivor ",https://www.dawn.com/news/1611119,,,,
Spain,07-Mar,Europe holds its breath: Spain rings alarm over TEN different Covid variants,https://www.express.co.uk/news/world/1406542/spain-covid-news-cases-deaths-new-covid-variant-eu-news-covid,,,,
Spain,07-Mar,Spain and Portugal holidays could go ahead from May but with strict Covid conditions,https://www.express.co.uk/travel/articles/1406577/spain-portugal-holidays-travel-coronavirus-vaccine-test-entry-rules,,,,
France,07-Mar,"250,000 Covid jabs in France in one day as rollout steps up",https://www.connexionfrance.com/French-news/250-000-Covid-jabs-in-France-in-one-day-as-rollout-steps-up,,,,
France,07-Mar,Fast-spreading Covid-19 variants surge through Europe,https://www.france24.com/en/europe/20210306-fast-spreading-covid-19-variants-surge-through-europe,,,,
France,07-Mar,French government to 'go all out' on vaccination amid COVID variants,https://www.euronews.com/2021/03/06/french-government-to-go-all-out-on-vaccination-amid-covid-variants,,,,
France,07-Mar,"In France, there's no escape from Covid vaccine sceptics. What would Pasteur think?",https://www.theguardian.com/commentisfree/2021/mar/07/in-france-theres-no-escape-from-covid-vaccine-sceptics-what-would-pasteur-think,,,,
France,07-Mar,French medical association says Covid vaccination is an 'ethical duty' for staff,https://www.rfi.fr/en/france/20210306-french-medical-association-says-covid-vaccine-is-an-ethical-duty-for-staff,,,,
UK,07-Mar,Covid-19: Lockdown 'a success' but UK 'not out of the woods',https://www.bbc.com/news/uk-56306105,,,,
UK,07-Mar,Covid: UK must prepare for 'hard winter' of flu - expert,https://www.bbc.com/news/uk-56312621,,,,
UK,07-Mar,"Covid lockdown a success but UK 'not out of the woods', says ONS head",https://www.theguardian.com/world/2021/mar/06/covid-lockdown-a-success-but-uk-not-out-of-the-woods-says-ons-head-coronavirus,,,,
UK,07-Mar,COVID news live: Britons aged 56 and over can now get coronavirus jabs - as government defends 1% NHS pay rise,https://news.sky.com/story/covid-news-live-lockdown-has-been-a-success-but-uk-not-out-of-the-woods-yet-says-ons-chief-12236311,,,,
UK,07-Mar,COVID-19: UK daily deaths dip below 100 for the first time since last October ,https://news.sky.com/story/covid-19-uk-records-another-drop-in-coronavirus-infections-as-number-of-first-jabs-hits-22-2-million-12239145,,,,
Netherlands,01-Mar,"Towards a global green recovery: The cases of Denmark, the EU, Germany, the Netherlands and the UK",https://ecdpm.org/publications/towards-global-green-recovery-cases-denmark-eu-germany-netherlands-uk/,,,,
Netherlands,01-Mar,Newsletter on COVID-19 vaccination issue 8 2021,https://www.rivm.nl/en/covid-19-vaccination/professionals/newsletter/2021/8,,,,
Netherlands,01-Mar,"Covid has ‘taken wind out of Dutch politics’, analysts say as elections loom",https://www.theguardian.com/world/2021/mar/01/covid-has-taken-wind-out-of-dutch-politics-analysts-say-as-elections-loom,,,,
Netherlands,01-Mar,The Netherlands to trial rapid and home coronavirus tests,https://www.iamexpat.nl/expat-info/dutch-expat-news/netherlands-trial-rapid-and-home-coronavirus-tests,,,,
Netherlands,01-Mar,Netherlands 4th in EU ranking for Covid vaccination,https://nltimes.nl/2021/03/01/netherlands-4th-eu-ranking-covid-vaccination,,,,
Italy,01-Mar,Italy tightens covid-19 restrictions in five regions as Sardinia turns 'white',https://www.wantedinrome.com/news/italy-tightens-covid-19-restrictions-in-five-regions-as-sardinia-turns-white.html,,,,
Italy,01-Mar,Italy’s Draghi replaces COVID-19 commissioner with army general,https://www.euractiv.com/section/politics/short_news/italys-draghi-replaces-covid-19-commissioner-with-army-general/,,,,
Italy,01-Mar,"Italy's Draghi fires COVID commissioner, with vaccination drive in spotlight",https://www.reuters.com/article/us-health-coronavirus-italy-commisioner-idUSKCN2AT2U9,,,,
Italy,01-Mar,Sardinia becomes Italy's first COVID 'white zone',https://www.ansa.it/english/news/politics/2021/03/01/sardinia-becomes-italys-first-covid-white-zone_b19944eb-5196-45ba-ae26-035b1011544c.html,,,,
Italy,01-Mar,Italy: Covid-19 – European Commission establishes an authorization mechanism for the export of vaccines,https://globalcompliancenews.com/italy-covid-19-european-commission-establishes-an-authorization-mechanism-for-the-export-of-vaccines-17022021/,,,,
Germany,01-Mar,Germany loses Covid crown as vaccine campaign falters ,https://www.ft.com/content/33f8ffd6-066b-449c-bf7e-edd51d661b19,,,,
Germany,01-Mar,Merkel Faces Growing Pressure to Ease Germany’s Covid Curbs,https://www.bloomberg.com/news/articles/2021-03-01/merkel-faces-growing-pressure-to-ease-germany-s-covid-curbs,,,,
Germany,01-Mar,Germany: COVID-19 vaccination entitlement for expatriates,https://www.pwc.com/gx/en/services/people-organisation/publications/assets/germany-covid-19-vaccination.pdf,,,,
Germany,01-Mar,Germany: Authorities to impose COVID-19 border restrictions for travelers from Moselle Department in France from March 2 /update 33,https://www.garda.com/crisis24/news-alerts/449251/germany-authorities-to-impose-covid-19-border-restrictions-for-travelers-from-moselle-department-in-france-from-march-2-update-33,,,,
Germany,01-Mar,Germany limits travel from French region over virus variant,https://www.ctvnews.ca/health/coronavirus/germany-limits-travel-from-french-region-over-virus-variant-1.5327652,,,,
Spain,01-Mar,Spain: Activists to protest COVID-19 restrictions in Palma de Mallorca March 1,https://www.garda.com/crisis24/news-alerts/449101/spain-activists-to-protest-covid-19-restrictions-in-palma-de-mallorca-march-1,,,,
Spain,01-Mar,Spain: Government extends COVID-19-related closure of border with Portugal until March 16 /update 40,https://www.garda.com/crisis24/news-alerts/449366/spain-government-extends-covid-19-related-closure-of-border-with-portugal-until-march-16-update-40,,,,
Spain,01-Mar,Spain may allow in Covid-vaccinated UK tourists if no EU pass agreed,https://www.theguardian.com/world/2021/mar/01/european-commission-covid-vaccination-pass-proposal-draws-mixed-response-spain-greece-portugal-belgium,,,,
Spain,01-Mar,Spain updates Covid vaccination protocol: under-55s who have recently had virus will only receive one dose,https://english.elpais.com/society/2021-03-01/spain-updates-covid-vaccination-protocol-under-55s-who-have-recently-had-virus-will-only-receive-one-dose.html,,,,
Spain,01-Mar,Spain’s Covid Incidence Continues To Drop,https://www.euroweeklynews.com/2021/03/01/spains-covid-incidence-continues-to-drop/,,,,
France,01-Mar,"France, Germany tighten COVID-19 measures at border",https://www.aa.com.tr/en/europe/france-germany-tighten-covid-19-measures-at-border/2160156,,,,
France,01-Mar,France and Germany to require COVID-19 test for some border crossings,https://www.reuters.com/article/us-health-coronavirus-france-germany-idUSKCN2AS0PC,,,,
France,01-Mar,French public health chief hails efficacy of Covid curfew,https://www.rfi.fr/en/france/20210228-french-public-health-chief-hails-efficacy-of-covid-curfew-lockdown-last-resort,,,,
France,01-Mar,France authorises first synthetic antibody treatment for Covid-19,https://www.rfi.fr/en/science-and-technology/20210228-france-authorises-first-synthetic-antibody-treatment-for-covid-19-monoclonal-eli-lilly-bamlanivimab,,,,
France,01-Mar,Coronavirus digest: Germany to tighten controls at French border,https://www.dw.com/en/coronavirus-digest-germany-to-tighten-controls-at-french-border/a-56727786,,,,
UK,01-Mar,Alarm over delays in border measures as Brazil Covid variant hits UK,https://www.theguardian.com/world/2021/feb/28/person-believed-to-have-brazilian-covid-variant-being-sought-in-england,,,,
UK,01-Mar,Up to six cases of Manaus variant of coronavirus detected in UK,https://www.reuters.com/article/us-health-coronavirus-britain-manaus-idUSKCN2AS0KO,,,,
UK,01-Mar,"COVID-19: New Brazil COVID 'variant of concern' discovered in UK, health officials say",https://news.sky.com/story/covid-19-new-brazil-covid-variant-of-concern-discovered-in-uk-health-officials-say-12231996,,,,
UK,01-Mar,"COVID-19: Another 144 UK deaths and 6,035 new cases reported",https://news.sky.com/story/covid-19-another-144-uk-deaths-and-6-035-new-cases-reported-12231887,,,,
UK,01-Mar,All households with children of school age to get 2 rapid COVID-19 tests per person per week,https://www.gov.uk/government/news/all-households-with-children-of-school-aged-to-get-rapid-covid-19-tests-per-person-per-week,,,,
Netherlands,28-Feb,"Shutdowns, layoffs, virtual tours: How Dutch museums are coping with COVID-19",https://www.pbs.org/newshour/show/shutdowns-layoffs-virtual-tours-how-dutch-museums-are-coping-with-covid-19,,,,
Netherlands,28-Feb,Dutch exceptionalism: Superior failure in the year of coronavirus,https://www.dutchnews.nl/features/2021/02/dutch-exceptionalism-superior-failure-in-the-year-of-coronavirus/,,,,
Netherlands,28-Feb,A year after coronavirus: Dutch say they’re tired and lack confidence in vaccination policy,https://nltimes.nl/2021/02/27/year-coronavirus-dutch-say-theyre-tired-lack-confidence-vaccination-policy,,,,
Netherlands,28-Feb,Covid-19 seven-day average up 17 percent for the week; hospitalizations total also rises,https://nltimes.nl/2021/02/28/covid-19-seven-day-average-17-percent-week-hospitalizations-total-also-rises,,,,
Netherlands,28-Feb,Dutch to roll out rapid breath tests for Covid-19,https://newsinfo.inquirer.net/1400721/dutch-to-roll-out-rapid-breath-tests-for-covid-19,,,,
Italy,28-Feb,Italy tightens COVID restrictions as experts warn of growing prevalence of variants,https://newsinfo.inquirer.net/1400721/dutch-to-roll-out-rapid-breath-tests-for-covid-19,,,,
Italy,28-Feb,Italy tightens COVID-19 curbs in several regions as cases pick up,https://www.reuters.com/article/uk-health-coronavirus-italy-regions-idUKKBN2AR0EL,,,,
Italy,28-Feb,"Italy Tightens Coronavirus Restrictions in Milan, Turin Areas",https://www.bloomberg.com/news/articles/2021-02-27/italy-tightens-coronavirus-restrictions-in-milan-turin-areas,,,,
Italy,28-Feb,Italy tightens Covid-19 curbs in several regions – latest updates,https://www.trtworld.com/life/italy-tightens-covid-19-curbs-in-several-regions-latest-updates-44569,,,,
Italy,28-Feb,Italy tightens COVID-19 curbs in several regions as cases pick up,https://www.livemint.com/news/world/italy-tightens-covid-19-curbs-in-several-regions-as-cases-pick-up-11614433460127.html,,,,
Germany,28-Feb,Trapped in Germany’s COVID nightmare,https://www.politico.eu/article/trapped-in-germany-covid-coronavirus-nightmare/,,,,
Germany,28-Feb,Most Germans keen on COVID vaccination passport,https://www.dw.com/en/most-germans-keen-on-covid-vaccination-passport/a-56723289,,,,
Germany,28-Feb,Covid vaccine: Germany urged to back AstraZeneca jab for over-65s,https://www.bbc.com/news/world-europe-56227171,,,,
Germany,28-Feb,Coronavirus: Experts in warning over COVID's mental health toll on German youth,https://www.euronews.com/2021/02/27/coronavirus-experts-in-warning-over-covid-s-mental-health-toll-on-german-youth,,,,
Germany,28-Feb,Germany to tighten COVID controls at French border,https://www.thelocal.de/20210228/germany-to-tighten-covid-controls-at-french-border/,,,,
Spain,28-Feb,"Czechia Adds Spain, Portugal & Madeira to Its List of COVID-19 High-Risk Countries",https://www.schengenvisainfo.com/news/czechia-adds-spain-portugal-madeira-to-its-list-of-covid-19-high-risk-countries/,,,,
Spain,28-Feb,"Lithuania Imposes Stricter Rules for US Travellers, Eases Rules for Arrivals From Spain & Portugal",https://www.schengenvisainfo.com/news/lithuania-imposes-stricter-rules-for-us-travellers-eases-rules-for-arrivals-from-spain-portugal/,,,,
Spain,28-Feb,"Spain, Portugal lowered to high risk for COVID-19 on new Czech travel map",https://www.expats.cz/czech-news/article/spain-france-lowered-to-high-risk-for-covid-19-on-new-czech-travel-map,,,,
Spain,28-Feb,Effects of climate variables on the COVID-19 outbreak in Spain,https://www.sciencedirect.com/science/article/pii/S1438463921000389,,,,
Spain,28-Feb,Covid survivors may only get one vaccine dose under Spanish proposal,https://www.express.co.uk/news/world/1403245/spain-news-covid-vaccine-Spanish-Silvia-Calzon-AstraZeneca,,,,
France,28-Feb,France steps up Covid rule checks to ‘avoid lockdown’,https://www.connexionfrance.com/French-news/France-steps-up-local-existing-Covid-rule-checks-to-avoid-another-national-lockdown,,,,
France,28-Feb,First report into side-effects of Covid vaccines in France,https://www.connexionfrance.com/French-news/First-report-into-side-effects-of-Covid-vaccines-in-France,,,,
France,28-Feb,France and Poland ratchet up local COVID restrictions amid rising cases,https://www.euronews.com/2021/02/27/france-and-poland-ratchet-up-local-covid-restrictions-amid-rising-cases,,,,
